class,normal,anomaly,handwrite,std,avg,ssim,powerspectrum,cross_correlation,Spectral Features,Spectral Centroid,Spectral Bandwidth,Spectral Flatness,Spectral Roll-off,RMS (Root Mean Square),Wavelet Transform,method
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0014_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0014_noAttribute.wav,,0.0217882,1.697731e-06,,75.956116,,"2884.2329826448663, 2158.2751819224054, 0.2444249391555786, 5555.985423322683",2884.2329826448663,2158.2751819224054,0.24442494,5555.985423322683,0.019774249,1705.8468,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0015_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0015_noAttribute.wav,,0.021707507,1.5657425e-06,,75.39455,,"3428.611790687165, 2350.370080709984, 0.31566745042800903, 6241.863019169329",3428.611790687165,2350.370080709984,0.31566745,6241.863019169329,0.021179806,455.07898,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0016_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0016_noAttribute.wav,,0.021570425,5.4887773e-06,,74.44533,,"3021.9302763452956, 2231.6880090295936, 0.21024514734745026, 5726.662340255591",3021.9302763452956,2231.6880090295936,0.21024515,5726.662340255591,0.02130788,1404.1256,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0017_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0017_noAttribute.wav,,0.021688038,2.268219e-06,,75.25936,,"2405.9634622717012, 2273.523520025332, 0.12606124579906464, 5405.301517571885",2405.9634622717012,2273.523520025332,0.12606125,5405.301517571885,0.021198612,737.68036,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0018_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0018_noAttribute.wav,,0.021524698,5.44548e-07,,74.13003,,"3441.319917902327, 2080.9012424099205, 0.29552969336509705, 5873.377595846646",3441.319917902327,2080.9012424099205,0.2955297,5873.377595846646,0.021194812,866.3456,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0019_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0019_noAttribute.wav,,0.021683116,-3.095627e-07,,75.22521,,"2019.2211890243352, 2080.7388798411275, 0.07509642094373703, 4627.421126198083",2019.2211890243352,2080.7388798411275,0.07509642,4627.421126198083,0.021521319,641.31635,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0020_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0020_noAttribute.wav,,0.021651082,-5.590439e-07,,75.0031,,"1962.4846863674043, 2044.4749167376078, 0.061510298401117325, 4557.982228434505",1962.4846863674043,2044.4749167376078,0.0615103,4557.982228434505,0.021304032,518.99365,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0021_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0021_noAttribute.wav,,0.020936398,-2.2363663e-06,,70.13325,,"2611.2852307935514, 2313.530526571921, 0.18098929524421692, 5649.21126198083",2611.2852307935514,2313.530526571921,0.1809893,5649.21126198083,0.020514568,1002.0193,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0022_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0022_noAttribute.wav,,0.020910142,6.427765e-08,,69.95744,,"3427.002606493186, 2309.688971944285, 0.25074705481529236, 6255.166733226837",3427.002606493186,2309.688971944285,0.25074705,6255.166733226837,0.02063343,1442.9684,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0023_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0023_noAttribute.wav,,0.02092925,1.8880844e-06,,70.085365,,"2864.176908157427, 2320.1286746713545, 0.24577435851097107, 5788.463458466454",2864.176908157427,2320.1286746713545,0.24577436,5788.463458466454,0.020087758,1078.09,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0024_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0024_noAttribute.wav,,0.020923994,6.8605423e-06,,70.05018,,"2496.3751655440633, 2249.919552860701, 0.16405341029167175, 5407.622803514377",2496.3751655440633,2249.919552860701,0.16405341,5407.622803514377,0.019733928,706.2874,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0025_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0025_noAttribute.wav,,0.020935439,3.0735016e-06,,70.126816,,"2077.063043004252, 2074.539381425074, 0.09450264275074005, 4680.810702875399",2077.063043004252,2074.539381425074,0.09450264,4680.810702875399,0.020445501,787.84424,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0026_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0026_noAttribute.wav,,0.02099298,6.883049e-06,,70.51284,,"2595.470305897389, 2301.0131587256124, 0.17464260756969452, 5596.270966453674",2595.470305897389,2301.0131587256124,0.17464261,5596.270966453674,0.020722048,892.80286,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0027_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0027_noAttribute.wav,,0.021048889,1.0499954e-05,,70.88895,,"2610.141521933783, 2336.8044844848146, 0.16343383491039276, 5777.9053514377",2610.141521933783,2336.8044844848146,0.16343383,5777.9053514377,0.019512227,760.50464,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0028_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0028_noAttribute.wav,,0.021075191,4.2514802e-07,,71.0662,,"2884.285728809432, 2204.120658353248, 0.2688286304473877, 5697.958266773163",2884.285728809432,2204.120658353248,0.26882863,5697.958266773163,0.019755619,1458.6011,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0029_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0029_noAttribute.wav,,0.021033052,-3.6468506e-07,,70.78229,,"3638.3982465416016, 2258.332798263027, 0.17329874634742737, 6314.571685303515",3638.3982465416016,2258.332798263027,0.17329875,6314.571685303515,0.020493614,1682.7839,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0030_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0030_noAttribute.wav,,0.020954287,1.9197464e-06,,70.25314,,"3155.7224390084484, 2317.1948139344786, 0.28611233830451965, 6023.137979233227",3155.7224390084484,2317.1948139344786,0.28611234,6023.137979233227,0.020601777,696.48895,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0031_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0031_noAttribute.wav,,0.020809384,1.0403824e-05,,69.28489,,"2398.3894320754766, 2187.6361203815686, 0.14925043284893036, 5246.156150159744",2398.3894320754766,2187.6361203815686,0.14925043,5246.156150159744,0.020612152,1092.5989,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0032_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0032_noAttribute.wav,,0.020899752,-2.973175e-06,,69.88796,,"2149.1671463483694, 2119.5737417363666, 0.10245142132043839, 4917.207468051118",2149.1671463483694,2119.5737417363666,0.10245142,4917.207468051118,0.020446343,821.19464,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0033_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0033_noAttribute.wav,,0.020909984,1.1444092e-08,,69.95639,,"2283.7540111440694, 2186.589886040262, 0.12336523830890656, 5161.866014376997",2283.7540111440694,2186.589886040262,0.12336524,5161.866014376997,0.020725193,1164.5088,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0034_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0034_noAttribute.wav,,0.02092169,4.255295e-07,,70.03472,,"1878.4442944456216, 2032.91179513541, 0.057383209466934204, 4455.371405750799",1878.4442944456216,2032.91179513541,0.05738321,4455.371405750799,0.020805255,633.39374,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0035_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0035_noAttribute.wav,,0.020860774,-3.0212402e-06,,69.62751,,"2408.2446920107545, 2142.137788554983, 0.14797179400920868, 5089.606629392972",2408.2446920107545,2142.137788554983,0.1479718,5089.606629392972,0.019888647,1035.9873,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0036_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0036_noAttribute.wav,,0.020844182,-5.5541994e-07,,69.5168,,"2349.027522565123, 2168.7981416067114, 0.1337047964334488, 5207.9922124600635",2349.027522565123,2168.7981416067114,0.1337048,5207.9922124600635,0.01885681,930.0949,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0037_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0037_noAttribute.wav,,0.020847537,4.199028e-06,,69.53917,,"2363.9487701071757, 2299.006104754038, 0.10745183378458023, 5493.285742811501",2363.9487701071757,2299.006104754038,0.107451834,5493.285742811501,0.020545272,597.0873,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0038_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0038_noAttribute.wav,,0.020871878,8.2569125e-07,,69.70164,,"3859.385968768066, 2165.618299192068, 0.3640986382961273, 6361.446685303515",3859.385968768066,2165.618299192068,0.36409864,6361.446685303515,0.020648222,761.79803,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0039_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0039_noAttribute.wav,,0.020878987,-1.0031319e-05,,69.74916,,"2154.429475332478, 2157.2486913388652, 0.09340984374284744, 5004.3430511182105",2154.429475332478,2157.2486913388652,0.093409844,5004.3430511182105,0.020255798,741.2247,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0040_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0040_noAttribute.wav,,0.020842714,-5.521202e-06,,69.50703,,"2554.841236597639, 2303.0715455306286, 0.16193795204162598, 5623.252795527156",2554.841236597639,2303.0715455306286,0.16193795,5623.252795527156,0.01876345,950.9212,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0041_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0041_noAttribute.wav,,0.02094227,-5.0964354e-06,,70.1726,,"3289.9811080283703, 2352.0854060526867, 0.31441545486450195, 6190.894568690096",3289.9811080283703,2352.0854060526867,0.31441545,6190.894568690096,0.018737122,1070.2216,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0042_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0042_noAttribute.wav,,0.020936042,5.432129e-07,,70.13086,,"2806.6770435838034, 2297.3347359413574, 0.1933569461107254, 5741.089257188499",2806.6770435838034,2297.3347359413574,0.19335695,5741.089257188499,0.020669257,725.77124,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0043_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0043_noAttribute.wav,,0.020912724,-6.2034605e-06,,69.974724,,"2493.582689113828, 2302.8705644363927, 0.12573526799678802, 5537.989217252396",2493.582689113828,2302.8705644363927,0.12573527,5537.989217252396,0.020168103,518.7634,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0044_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0044_noAttribute.wav,,0.020927375,-2.5465013e-06,,70.072815,,"3607.1446253765844, 2220.7176270734176, 0.18053655326366425, 6244.833266773163",3607.1446253765844,2220.7176270734176,0.18053655,6244.833266773163,0.01922528,921.7752,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0045_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0045_noAttribute.wav,,0.020950718,-2.6885987e-06,,70.22921,,"3290.4316054939663, 2176.7798291948748, 0.28194716572761536, 6040.809704472844",3290.4316054939663,2176.7798291948748,0.28194717,6040.809704472844,0.018069636,653.3624,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0046_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0046_noAttribute.wav,,0.020938342,-2.7172089e-06,,70.146286,,"3429.2474277646847, 2238.710042790038, 0.2390434890985489, 6119.98302715655",3429.2474277646847,2238.710042790038,0.23904349,6119.98302715655,0.020279078,1060.6335,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0047_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0047_noAttribute.wav,,0.020920258,3.6476135e-06,,70.02515,,"2587.9471134738587, 2319.777216473665, 0.16639775037765503, 5653.005191693291",2587.9471134738587,2319.777216473665,0.16639775,5653.005191693291,0.020644208,987.9869,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0048_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0048_noAttribute.wav,,0.02088509,-3.4509658e-06,,69.78991,,"2130.9158480401165, 2071.40827439364, 0.10064521431922913, 4829.248202875399",2130.9158480401165,2071.40827439364,0.100645214,4829.248202875399,0.020147411,1003.91766,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0049_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0049_noAttribute.wav,,0.020894764,1.0070801e-07,,69.85459,,"2589.442963345924, 2196.1378243139093, 0.17909777164459229, 5528.129992012779",2589.442963345924,2196.1378243139093,0.17909777,5528.129992012779,0.016322844,1179.161,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0050_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0050_noAttribute.wav,,0.020909857,-1.2300492e-06,,69.955536,,"2376.1748159201043, 2204.9463109242097, 0.13254892826080322, 5263.678115015974",2376.1748159201043,2204.9463109242097,0.13254893,5263.678115015974,0.020423546,835.2089,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0001_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0001_noAttribute.wav,,0.021696161,-4.146004e-06,,75.31575,,"3618.872248934657, 2319.100539591682, 0.29426300525665283, 6353.159944089457",3618.872248934657,2319.100539591682,0.294263,6353.159944089457,0.021573028,931.75525,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0002_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0002_noAttribute.wav,,0.02176673,-5.7380676e-06,,75.8065,,"2370.7118532858635, 2159.9911188239776, 0.13431131839752197, 5118.385583067093",2370.7118532858635,2159.9911188239776,0.13431132,5118.385583067093,0.0208948,753.9352,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0003_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0003_noAttribute.wav,,0.022045286,-7.550812e-06,,77.75917,,"2848.5828574713614, 2203.930797377735, 0.18911617994308472, 5545.027955271566",2848.5828574713614,2203.930797377735,0.18911618,5545.027955271566,0.021436086,1133.9607,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0004_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0004_noAttribute.wav,,0.021443717,4.3748855e-06,,73.5733,,"2757.8164584856413, 2299.1272082030446, 0.18565033376216888, 5622.578873801917",2757.8164584856413,2299.1272082030446,0.18565033,5622.578873801917,0.021294683,816.67194,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0005_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0005_noAttribute.wav,,0.021370837,1.962471e-06,,73.074036,,"2386.8339807950256, 2113.8862270294494, 0.14874786138534546, 5113.0191693290735",2386.8339807950256,2113.8862270294494,0.14874786,5113.0191693290735,0.018748183,1355.1069,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0006_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0006_noAttribute.wav,,0.02134617,-4.0706636e-06,,72.90545,,"2001.0463634268826, 2023.5338096155847, 0.07431262731552124, 4610.797723642173",2001.0463634268826,2023.5338096155847,0.07431263,4610.797723642173,0.020447994,830.5669,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0007_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0007_noAttribute.wav,,0.021429442,3.059578e-06,,73.47537,,"2551.6883538606435, 2209.0928394231437, 0.1594608575105667, 5342.177515974441",2551.6883538606435,2209.0928394231437,0.15946086,5342.177515974441,0.021058295,731.69037,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0008_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0008_noAttribute.wav,,0.021095818,-9.234238e-06,,71.20539,,"1881.7240774121192, 2017.6824244256868, 0.05730561912059784, 4517.621805111821",1881.7240774121192,2017.6824244256868,0.05730562,4517.621805111821,0.02094992,645.2962,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0009_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0009_noAttribute.wav,,0.021189399,7.247543e-06,,71.83852,,"2616.5096488620775, 2277.3056228227374, 0.190167635679245, 5555.611022364217",2616.5096488620775,2277.3056228227374,0.19016764,5555.611022364217,0.021005461,910.2474,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0010_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0010_noAttribute.wav,,0.022247951,5.321503e-07,,79.195435,,"3643.2776989092517, 2250.261842574834, 0.3375772535800934, 6472.019768370607",3643.2776989092517,2250.261842574834,0.33757725,6472.019768370607,0.022153081,961.49646,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0011_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0011_noAttribute.wav,,0.02235871,-1.0339356e-05,,79.985916,,"2285.4212967528983, 2175.338879420287, 0.12119016796350479, 5124.001597444089",2285.4212967528983,2175.338879420287,0.12119017,5124.001597444089,0.02164351,1360.2864,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0012_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0012_noAttribute.wav,,0.022302736,-9.552002e-07,,79.585915,,"2688.778820776686, 2277.2409224541457, 0.1950385421514511, 5588.583266773163",2688.778820776686,2277.2409224541457,0.19503854,5588.583266773163,0.022016622,793.3651,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0013_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0013_noAttribute.wav,,0.021757435,-2.4751664e-06,,75.74177,,"2741.4264280807606, 2192.9282310435756, 0.22557726502418518, 5450.853634185303",2741.4264280807606,2192.9282310435756,0.22557727,5450.853634185303,0.020654617,1249.6906,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0014_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0014_noAttribute.wav,,0.021813424,1.3288497e-06,,76.13207,,"3059.1925022883183, 2319.9169710217902, 0.29691773653030396, 5968.874800319489",3059.1925022883183,2319.9169710217902,0.29691774,5968.874800319489,0.021207642,1109.6616,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0015_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0015_noAttribute.wav,,0.021727197,-2.275276e-06,,75.5314,,"2054.823937660571, 2125.3923228991525, 0.0787445679306984, 4770.042931309904",2054.823937660571,2125.3923228991525,0.07874457,4770.042931309904,0.021611439,645.91724,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0016_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0016_noAttribute.wav,,0.021738984,-3.3794404e-06,,75.61336,,"2001.4180282467728, 2012.135701461086, 0.070265993475914, 4464.50678913738",2001.4180282467728,2012.135701461086,0.07026599,4464.50678913738,0.021324925,565.1031,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0017_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0017_noAttribute.wav,,0.021463057,-3.1021118e-06,,73.706055,,"2258.091360428009, 1984.4449174820004, 0.1349181830883026, 4693.889776357827",2258.091360428009,1984.4449174820004,0.13491818,4693.889776357827,0.018666737,1569.9016,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0018_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0018_noAttribute.wav,,0.021447586,2.8364182e-06,,73.599815,,"2718.2578812898723, 2192.9734046293784, 0.21776032447814941, 5445.9365015974445",2718.2578812898723,2192.9734046293784,0.21776032,5445.9365015974445,0.019167488,1314.6958,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0019_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0019_noAttribute.wav,,0.021420717,-6.5612794e-06,,73.41554,,"2466.318903742818, 2272.0729924738093, 0.13762705028057098, 5354.208266773163",2466.318903742818,2272.0729924738093,0.13762705,5354.208266773163,0.021272102,670.2418,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0020_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0020_noAttribute.wav,,0.021507896,1.0925674e-05,,74.01435,,"2446.457132185522, 2202.8345244830048, 0.15763463079929352, 5250.723841853035",2446.457132185522,2202.8345244830048,0.15763463,5250.723841853035,0.02045511,918.73334,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0021_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0021_noAttribute.wav,,0.021253452,-1.1725235e-05,,72.2735,,"2530.6823965704707, 2229.0090760933485, 0.1626756191253662, 5377.770567092652",2530.6823965704707,2229.0090760933485,0.16267562,5377.770567092652,0.02024861,987.4924,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0022_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0022_noAttribute.wav,,0.021263266,-3.0349731e-06,,72.34024,,"2590.1714400590213, 2258.502287368042, 0.1684255450963974, 5453.624201277955",2590.1714400590213,2258.502287368042,0.16842555,5453.624201277955,0.021066094,962.3206,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0023_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0023_noAttribute.wav,,0.020972347,1.6422272e-06,,70.3743,,"2253.393635686457, 2095.7758601842124, 0.1207350492477417, 4880.7657747603835",2253.393635686457,2095.7758601842124,0.12073505,4880.7657747603835,0.020106489,795.6184,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0024_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0024_noAttribute.wav,,0.020975295,-3.6621094e-07,,70.39408,,"3555.511969827489, 2036.7236990725582, 0.32000869512557983, 5942.691693290735",3555.511969827489,2036.7236990725582,0.3200087,5942.691693290735,0.020380728,691.2912,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0025_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0025_noAttribute.wav,,0.021023817,5.2165984e-07,,70.72015,,"2108.4425332008395, 2069.759912613713, 0.09176584333181381, 4757.5379392971245",2108.4425332008395,2069.759912613713,0.09176584,4757.5379392971245,0.018830994,630.7724,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0026_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0026_noAttribute.wav,,0.020950165,8.247375e-07,,70.2255,,"2999.9469542878164, 2339.6227034386407, 0.2572384774684906, 5871.106230031949",2999.9469542878164,2339.6227034386407,0.25723848,5871.106230031949,0.018168375,1432.4146,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0027_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0027_noAttribute.wav,,0.021074725,5.805969e-07,,71.06305,,"3624.9750768021745, 2106.0079040424525, 0.4014553725719452, 6176.093250798722",3624.9750768021745,2106.0079040424525,0.40145537,6176.093250798722,0.020745315,739.48285,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0028_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0028_noAttribute.wav,,0.020989038,-1.2541008e-05,,70.48639,,"1916.8435979305236, 2058.78129467315, 0.05961921438574791, 4549.22124600639",1916.8435979305236,2058.78129467315,0.059619214,4549.22124600639,0.02086944,653.2056,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0029_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0029_noAttribute.wav,,0.020987865,-3.5839082e-07,,70.478485,,"2547.5173765939076, 2171.4866130884907, 0.16721220314502716, 5258.136980830671",2547.5173765939076,2171.4866130884907,0.1672122,5258.136980830671,0.020738669,734.9811,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0030_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0030_noAttribute.wav,,0.02105464,-5.8086393e-06,,70.92767,,"2157.5586236629724, 2133.9326249059995, 0.079027459025383, 4968.150958466454",2157.5586236629724,2133.9326249059995,0.07902746,4968.150958466454,0.020711359,538.59393,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0031_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0031_noAttribute.wav,,0.020894961,4.3182374e-07,,69.8559,,"2319.4204432234606, 2189.1006598391245, 0.1264001578092575, 5258.935702875399",2319.4204432234606,2189.1006598391245,0.12640016,5258.935702875399,0.018795915,862.98047,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0032_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0032_noAttribute.wav,,0.020881254,-1.47686e-06,,69.764305,,"2596.9378298856964, 2186.39262286495, 0.1850239783525467, 5512.854432907348",2596.9378298856964,2186.39262286495,0.18502398,5512.854432907348,0.016816081,1322.6896,Filename Matching
gearbox,../../../datasets/dev/gearbox/test/section_00_source_test_normal_0033_noAttribute.wav,../../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0033_noAttribute.wav,,0.020830484,-2.7879714e-06,,69.42545,,"2900.152183943966, 2352.525946986623, 0.23844356834888458, 5900.584065495208",2900.152183943966,2352.525946986623,0.23844357,5900.584065495208,0.02070113,902.3386,Filename Matching
